production_id,product_id,batch_id,printer_id,start_datetime,end_datetime,qty_produced_units,qty_rejected_units,rejection_rate_pct,operator_id
PROD01428,PR006,BT0179,P003,2023-09-24 16:12:47,2023-09-24 18:34:23,18,0,4,OP04
PROD01429,PR006,BT0023,P004,2023-09-10 18:09:12,2023-09-10 23:26:36,42,0,2,OP08
PROD01430,PR003,BT0057,P005,2023-09-13 21:05:32,2023-09-14 00:54:44,76,4,6,OP04
PROD01431,PR006,BT0076,P005,2023-09-05 22:06:50,2023-09-06 03:37:26,73,2,4,OP12
PROD01432,PR002,BT0050,P004,2023-09-28 08:59:31,2023-09-28 12:10:55,25,0,1,OP04
PROD01433,PR006,BT0114,P005,2023-09-11 22:15:06,2023-09-12 04:33:42,84,2,3,OP03
PROD01434,PR007,BT0023,P003,2023-09-10 19:13:59,2023-09-10 23:00:47,22,1,6,OP10
PROD01435,PR006,BT0073,P001,2023-09-11 20:09:11,2023-09-11 22:15:11,11,0,6,OP11
PROD01436,PR003,BT0030,P003,2023-09-18 08:10:03,2023-09-18 15:06:27,83,5,7,OP07
PROD01437,PR007,BT0080,P004,2023-09-16 15:26:07,2023-09-16 17:28:31,12,0,6,OP05
PROD01438,PR003,BT0142,P002,2023-09-21 11:10:43,2023-09-21 14:41:19,28,0,2,OP07
PROD01439,PR002,BT0107,P002,2023-09-03 23:44:51,2023-09-04 03:13:03,18,1,7,OP05
PROD01440,PR005,BT0093,P004,2023-09-10 16:40:52,2023-09-10 23:49:16,28,2,8,OP01
PROD01441,PR004,BT0157,P003,2023-09-24 22:46:12,2023-09-25 06:00:00,43,1,4,OP06
PROD01442,PR007,BT0024,P001,2023-09-19 08:07:13,2023-09-19 11:50:25,14,0,2,OP08
PROD01443,PR002,BT0099,P001,2023-09-02 18:12:51,2023-09-02 21:16:27,16,0,4,OP07
PROD01444,PR002,BT0125,P003,2023-09-06 05:58:26,2023-09-06 08:39:50,21,1,5,OP07
PROD01445,PR002,BT0038,P001,2023-09-07 13:49:22,2023-09-07 16:47:34,15,0,5,OP07
PROD01446,PR006,BT0104,P005,2023-09-18 13:44:59,2023-09-18 18:12:35,59,1,2,OP04
PROD01447,PR005,BT0152,P001,2023-09-27 05:22:10,2023-09-27 07:59:22,6,0,7,OP12
PROD01448,PR001,BT0105,P004,2023-09-18 11:59:14,2023-09-18 15:46:38,22,0,4,OP03
PROD01449,PR006,BT0148,P002,2023-09-17 22:39:35,2023-09-18 01:20:59,14,0,6,OP04
PROD01450,PR006,BT0180,P002,2023-09-18 00:15:28,2023-09-18 05:23:52,27,1,7,OP01
PROD01451,PR003,BT0010,P003,2023-09-11 03:31:47,2023-09-11 09:47:23,75,1,2,OP11
PROD01452,PR001,BT0108,P001,2023-09-17 15:09:47,2023-09-17 17:11:35,8,0,7,OP04
PROD01453,PR005,BT9014,P002,2023-09-24 03:50:50,2023-09-24 08:01:38,11,0,4,OP01
PROD01454,PR004,BT0145,P002,2023-09-01 04:20:11,2023-09-01 08:48:59,17,1,6,OP04
PROD01455,PR007,BT0146,P005,2023-09-26 23:30:40,2023-09-27 01:57:04,24,0,3,OP02
PROD01456,PR003,BT0119,P001,2023-09-14 12:26:32,2023-09-14 18:45:44,50,1,2,OP03
PROD01457,PR005,BT0033,P001,2023-09-21 00:27:06,2023-09-21 08:00:42,20,1,7,OP09
PROD01458,PR005,BT0029,P002,2023-10-22 09:21:18,2023-10-22 15:24:54,16,1,7,OP11
PROD01459,PR002,BT0084,P002,2023-10-19 10:27:30,2023-10-19 15:31:06,26,0,3,OP03
PROD01460,PR001,BT0022,P004,2023-10-23 21:26:55,2023-10-24 02:38:55,31,0,3,OP05
PROD01461,PR001,BT0141,P005,2023-10-07 01:20:12,2023-10-07 05:37:36,42,3,8,OP05
PROD01462,PR007,BT0010,P003,2023-10-05 01:28:14,2023-10-05 07:19:50,35,1,4,OP11
PROD01463,PR005,BT0028,P005,2023-10-10 00:20:58,2023-10-10 04:09:34,25,1,5,OP04
PROD01464,PR006,BT0045,P003,2023-10-16 20:26:06,2023-10-17 01:26:42,40,1,3,OP06
PROD01465,PR004,BT0126,P005,2023-10-01 22:57:52,2023-10-02 04:40:28,57,4,8,OP01
PROD01466,PR005,BT0012,P003,2023-10-01 12:45:45,2023-10-01 18:36:09,23,1,8,OP02
PROD01467,PR005,BT0001,P002,2023-10-09 17:03:16,2023-10-10 00:17:04,19,1,7,OP07
PROD01468,PR003,BT9825,P001,2023-10-04 10:16:45,2023-10-04 17:54:33,61,4,8,OP03
PROD01469,PR006,BT0006,P001,2023-10-17 00:54:00,2023-10-17 03:33:36,14,0,6,OP09
PROD01470,PR007,BT0101,P004,2023-10-21 16:13:07,2023-10-21 23:50:55,45,2,6,OP09
PROD01471,PR005,BT0156,P005,2023-10-08 09:11:12,2023-10-08 12:22:36,21,0,4,OP08
PROD01472,PR007,BT0151,P005,2023-10-15 23:13:10,2023-10-16 02:08:22,29,0,3,OP05
PROD01473,PR004,BT0092,P005,2023-10-12 15:00:25,2023-10-12 17:46:37,27,1,5,OP01
PROD01474,PR003,BT0106,P001,2023-10-16 07:19:39,2023-10-16 11:38:51,34,2,7,OP05
PROD01475,PR001,BT0139,P003,2023-10-06 19:51:34,2023-10-06 23:53:22,24,0,3,OP06
PROD01476,PR001,BT0166,P001,2023-10-21 17:59:39,2023-10-21 20:13:27,8,0,3,OP05
PROD01477,PR003,BT0001,P001,2023-10-15 23:38:55,2023-10-16 01:45:31,16,1,7,OP09
PROD01478,PR003,BT0166,P005,2023-10-17 04:04:39,2023-10-17 08:34:39,90,5,6,OP11
PROD01479,PR002,BT0178,P004,2023-10-16 18:41:09,2023-10-16 23:14:45,36,1,5,OP03
PROD01480,PR007,BT0081,P004,2023-10-16 23:50:29,2023-10-17 02:11:29,14,0,2,OP08
PROD01481,PR005,BT0117,P002,2023-10-09 07:41:17,2023-10-09 10:54:29,8,0,2,OP12
PROD01482,PR002,BT0002,P001,2023-10-24 22:57:24,2023-10-25 01:08:48,11,0,7,OP10
PROD01483,PR003,BT0174,P003,2023-10-04 21:46:45,2023-10-05 03:50:57,72,1,2,OP05
PROD01484,PR002,BT0091,P001,2023-10-21 20:29:59,2023-10-22 00:02:59,18,0,2,OP05
PROD01485,PR001,BT0131,P001,2023-10-13 18:29:19,2023-10-13 21:37:07,12,0,2,OP03
PROD01486,PR002,BT0010,P004,2023-10-09 06:57:13,2023-10-09 13:51:49,55,4,8,OP06
PROD01487,PR004,BT0066,P004,2023-10-04 19:45:10,2023-10-05 00:03:46,25,1,4,OP12
PROD01488,PR006,BT0154,P001,2023-10-25 10:12:26,2023-10-25 13:47:50,19,1,8,OP08
PROD01489,PR001,BT0137,P004,2023-10-05 09:54:49,2023-10-05 15:13:25,31,2,7,OP03
PROD01490,PR005,BT9909,P005,2023-10-20 17:33:22,2023-10-21 01:11:10,50,3,7,OP01
PROD01491,PR001,BT0009,P002,2023-10-05 01:43:12,2023-10-05 09:12:36,29,2,8,OP01
PROD01492,PR002,BT0174,P005,2023-10-13 17:42:08,2023-10-13 21:22:20,48,0,2,OP02
PROD01493,PR006,BT0083,P002,2023-10-27 06:19:35,2023-10-27 14:03:23,41,3,8,OP02
PROD01494,PR005,BT0030,P001,2023-10-22 18:45:11,2023-10-22 21:33:11,7,0,4,OP07
PROD01495,PR001,BT0016,P005,2023-10-05 03:17:38,2023-10-05 09:35:38,63,5,8,OP03
PROD01496,PR003,BT0003,P001,2023-10-25 18:13:23,2023-10-25 20:41:35,19,0,4,OP09
PROD01497,PR006,BT0136,P003,2023-10-21 06:35:24,2023-10-21 09:22:48,22,1,7,OP06
PROD01498,PR003,BT0018,P002,2023-10-03 21:01:56,2023-10-04 03:21:44,50,3,6,OP11
PROD01499,PR004,BT0137,P001,2023-10-15 10:35:17,2023-10-15 14:29:53,15,0,4,OP05
PROD01500,PR005,BT0166,P005,2023-10-13 09:30:28,2023-10-13 11:38:52,14,0,6,OP10
PROD01501,PR003,BT0136,P005,2023-10-24 08:04:04,2023-10-24 15:28:04,148,7,5,OP11
PROD01502,PR007,BT0125,P002,2023-10-05 09:22:56,2023-10-05 14:59:32,22,0,2,OP09
PROD01503,PR004,BT0093,P004,2023-10-01 08:12:56,2023-10-01 12:08:08,23,1,8,OP09
PROD01504,PR006,BT0039,P004,2023-10-09 11:47:42,2023-10-09 14:05:06,18,1,8,OP10
PROD01505,PR005,BT0141,P005,2023-10-28 06:37:24,2023-10-28 09:31:24,19,0,5,OP07
PROD01506,PR003,BT0114,P003,2023-10-09 15:17:29,2023-10-09 18:45:41,41,3,8,OP06
PROD01507,PR007,BT0006,P001,2023-10-23 03:17:23,2023-10-23 07:43:47,17,1,6,OP09
PROD01508,PR001,BT0041,P002,2023-10-15 19:49:22,2023-10-16 01:50:34,24,1,5,OP10
PROD01509,PR007,BT0066,P002,2023-10-07 20:37:11,2023-10-08 03:45:35,28,1,4,OP11
PROD01510,PR005,BT0055,P004,2023-10-23 20:44:51,2023-10-24 03:00:27,25,1,6,OP07
PROD01511,PR007,BT0038,P004,2023-10-12 01:25:26,2023-10-12 05:27:14,24,1,5,OP03
PROD01512,PR003,BT0170,P004,2023-10-03 02:49:46,2023-10-03 10:41:58,94,6,7,OP10
PROD01513,PR003,BT0043,P002,2023-10-04 18:55:12,2023-10-04 21:19:12,19,1,7,OP09
PROD01514,PR006,BT0147,P003,2023-10-24 06:14:22,2023-10-24 11:58:46,45,3,8,OP01
PROD01515,PR002,BT0021,P001,2023-10-22 06:43:53,2023-10-22 14:26:29,41,3,8,OP06
PROD01516,PR006,BT0006,P005,2023-10-23 00:33:13,2023-10-23 06:25:25,78,1,2,OP08
PROD01517,PR001,BT0061,P001,2023-10-15 16:53:16,2023-10-16 00:20:16,29,1,5,OP01
PROD01518,PR005,BT0172,P001,2023-10-11 22:45:18,2023-10-12 01:56:42,8,0,5,OP12
PROD01519,PR005,BT0006,P002,2023-10-06 21:49:32,2023-10-07 00:49:32,8,0,2,OP11
PROD01520,PR007,BT0168,P004,2023-10-12 03:13:58,2023-10-12 10:44:34,45,0,1,OP12
PROD01521,PR001,BT0144,P003,2023-10-20 04:23:11,2023-10-20 09:54:59,33,1,6,OP05
PROD01522,PR002,BT0037,P005,2023-10-12 23:46:58,2023-10-13 03:06:46,44,2,5,OP02
PROD01523,PR001,BT0082,P005,2023-10-13 23:49:09,2023-10-14 07:40:09,78,5,7,OP04
PROD01524,PR007,BT0127,P004,2023-10-15 23:36:22,2023-10-16 05:21:22,34,1,4,OP03
PROD01525,PR003,BT0172,P003,2023-10-08 17:46:44,2023-10-08 22:06:32,51,1,2,OP05
PROD01526,PR002,BT0145,P003,2023-10-22 09:18:39,2023-10-22 11:39:39,18,1,7,OP03
PROD01527,PR002,BT0012,P005,2023-10-18 12:19:34,2023-10-18 17:02:10,62,3,5,OP12
PROD01528,PR003,BT0031,P005,2023-10-21 00:54:41,2023-10-21 03:55:53,60,1,2,OP10
PROD01529,PR001,BT0061,P005,2023-10-10 19:55:42,2023-10-11 01:57:30,60,1,3,OP02
PROD01530,PR003,BT0113,P005,2023-10-04 01:49:40,2023-10-04 07:44:16,118,7,6,OP08
PROD01531,PR006,BT0140,P003,2023-10-06 09:27:34,2023-10-06 15:56:22,51,1,3,OP04
PROD01532,PR002,BT0154,P004,2023-10-10 16:53:12,2023-10-10 22:07:00,41,0,2,OP10
PROD01533,PR007,BT0130,P002,2023-10-10 20:11:55,2023-10-11 03:28:07,29,1,4,OP01
PROD01534,PR004,BT0053,P001,2023-10-02 22:19:17,2023-10-03 03:28:53,20,0,4,OP10
PROD01535,PR002,BT0119,P003,2023-10-02 11:49:56,2023-10-02 14:21:44,20,1,6,OP02
PROD01536,PR006,BT0170,P003,2023-10-21 07:46:15,2023-10-21 11:30:03,29,1,6,OP02
PROD01537,PR007,BT0005,P002,2023-10-04 02:27:09,2023-10-04 07:36:45,20,0,2,OP11
PROD01538,PR002,BT0022,P004,2023-10-04 18:16:50,2023-10-05 00:57:38,53,3,6,OP08
PROD01539,PR004,BT0005,P002,2023-10-14 14:33:29,2023-10-14 21:16:41,26,0,2,OP08
PROD01540,PR002,BT0064,P001,2023-10-02 04:18:07,2023-10-02 09:39:43,28,0,3,OP08
PROD01541,PR006,BT0078,P002,2023-10-24 21:03:13,2023-10-25 00:20:01,17,1,8,OP09
PROD01542,PR002,BT0022,P002,2023-10-20 07:41:35,2023-10-20 10:15:11,13,0,7,OP04
PROD01543,PR007,BT0071,P003,2023-10-05 11:15:01,2023-10-05 14:35:25,20,1,5,OP03
PROD01544,PR005,BT0129,P005,2023-10-11 11:43:05,2023-10-11 14:08:17,16,1,8,OP11
PROD01545,PR004,BT0049,P005,2023-10-06 08:51:54,2023-10-06 14:32:06,56,4,8,OP11
PROD01546,PR001,BT0002,P005,2023-10-01 07:02:51,2023-10-01 13:22:03,63,0,1,OP05
PROD01547,PR007,BT0081,P001,2023-10-04 18:01:18,2023-10-05 01:12:42,28,1,6,OP09
PROD01548,PR001,BT0060,P001,2023-10-20 09:45:28,2023-10-20 12:27:28,10,0,5,OP05
PROD01549,PR004,BT0020,P005,2023-10-04 17:15:00,2023-10-04 22:06:00,48,3,7,OP02
PROD01550,PR002,BT0038,P005,2023-10-08 07:19:54,2023-10-08 12:18:42,66,4,7,OP08
PROD01551,PR003,BT0019,P001,2023-10-25 01:29:10,2023-10-25 04:59:46,28,1,7,OP04
PROD01552,PR005,BT0043,P001,2023-10-25 00:39:32,2023-10-25 06:05:20,14,0,7,OP05
PROD01553,PR006,BT0130,P005,2023-10-03 00:04:19,2023-10-03 05:52:19,77,5,7,OP06
PROD01554,PR002,BT0154,P004,2023-10-14 22:02:05,2023-10-15 05:03:17,56,2,5,OP06
PROD01555,PR002,BT0088,P005,2023-10-05 22:45:23,2023-10-06 00:46:35,26,1,6,OP05
PROD01556,PR002,BT0028,P001,2023-10-18 09:09:37,2023-10-18 16:28:49,39,2,6,OP12
PROD01557,PR006,BT0008,P002,2023-10-23 05:41:39,2023-10-23 13:40:27,42,3,8,OP05
PROD01558,PR004,BT0137,P005,2023-10-19 15:08:39,2023-10-19 21:30:51,63,1,3,OP02
PROD01559,PR003,BT0007,P001,2023-11-23 21:03:38,2023-11-24 03:50:26,54,3,6,OP01
PROD01560,PR005,BT0016,P004,2023-11-03 13:35:51,2023-11-03 19:52:03,25,0,1,OP10
PROD01561,PR004,BT0168,P001,2023-11-16 09:30:35,2023-11-16 14:34:11,20,0,4,OP08
PROD01562,PR005,BT0047,P003,2023-11-21 18:55:42,2023-11-21 22:17:18,13,0,6,OP04
PROD01563,PR007,BT0161,P001,2023-11-14 04:11:25,2023-11-14 06:52:49,10,0,5,OP06
PROD01564,PR003,BT0024,P005,2023-11-23 06:23:58,2023-11-23 13:06:34,134,5,4,OP05
PROD01565,PR005,BT0159,P003,2023-11-11 01:59:23,2023-11-11 06:17:23,17,0,5,OP04
PROD01566,PR001,BT0021,P003,2023-11-01 17:17:17,2023-11-02 00:20:53,42,0,2,OP03
PROD01567,PR007,BT0023,P005,2023-11-23 21:04:35,2023-11-24 00:20:11,32,0,2,OP12
PROD01568,PR003,BT0031,P005,2023-11-06 03:09:14,2023-11-06 05:11:38,40,2,6,OP08
PROD01569,PR003,BT0135,P001,2023-11-16 22:53:59,2023-11-17 04:59:23,48,1,4,OP05
PROD01570,PR005,BT0076,P001,2023-11-09 11:50:12,2023-11-09 14:28:00,7,0,2,OP02
PROD01571,PR006,BT0042,P002,2023-11-23 02:11:28,2023-11-23 05:00:04,14,0,4,OP08
PROD01572,PR006,BT0118,P001,2023-11-01 13:27:30,2023-11-01 16:56:54,18,0,3,OP11
PROD01573,PR007,BT9070,P004,2023-11-12 04:57:45,2023-11-12 08:17:33,19,0,4,OP10
PROD01574,PR006,BT0169,P005,2023-11-25 14:25:17,2023-11-25 21:46:17,98,3,4,OP08
PROD01575,PR003,BT0055,P005,2023-11-12 02:30:27,2023-11-12 10:17:51,155,6,4,OP06
PROD01576,PR001,BT0026,P004,2023-11-19 03:24:38,2023-11-19 10:48:02,44,1,3,OP02
PROD01577,PR001,BT0007,P004,2023-11-05 05:24:02,2023-11-05 12:24:02,42,2,7,OP07
PROD01578,PR007,BT0101,P004,2023-11-18 17:23:25,2023-11-18 23:00:01,33,0,3,OP11
PROD01579,PR006,BT0016,P002,2023-11-21 09:29:52,2023-11-21 16:13:40,35,1,5,OP02
PROD01580,PR001,BT0068,P005,2023-11-28 15:36:29,2023-11-28 22:47:17,71,0,1,OP04
PROD01581,PR006,BT0085,P002,2023-11-06 13:56:11,2023-11-06 18:06:23,22,1,6,OP01
PROD01582,PR004,BT0060,P003,2023-11-01 17:35:28,2023-11-01 20:27:40,17,1,7,OP11
PROD01583,PR005,BT0179,P001,2023-11-27 15:08:06,2023-11-27 21:23:06,16,0,5,OP05
PROD01584,PR006,BT0038,P005,2023-11-16 01:08:55,2023-11-16 06:31:07,71,1,2,OP01
PROD01585,PR007,BT0147,P004,2023-11-01 00:47:35,2023-11-01 06:48:47,36,2,8,OP11
PROD01586,PR004,BT0080,P003,2023-11-03 16:22:16,2023-11-04 00:04:16,46,1,4,OP05
PROD01587,PR006,BT0003,P001,2023-11-09 15:53:29,2023-11-09 22:56:29,37,1,5,OP01
PROD01588,PR002,BT0118,P004,2023-11-11 11:37:48,2023-11-11 19:12:36,60,3,5,OP09
PROD01589,PR001,BT0030,P003,2023-11-03 12:41:34,2023-11-03 18:29:34,34,1,4,OP12
PROD01590,PR001,BT0038,P002,2023-11-13 19:34:41,2023-11-14 03:20:53,31,1,6,OP12
PROD01591,PR006,BT0156,P002,2023-11-04 12:44:24,2023-11-04 16:42:00,21,1,7,OP07
PROD01592,PR002,BT0152,P001,2023-11-05 07:08:59,2023-11-05 11:39:35,24,1,7,OP06
PROD01593,PR005,BT0052,P004,2023-11-03 04:51:30,2023-11-03 07:43:42,11,0,5,OP07
PROD01594,PR002,BT0019,P004,2023-11-09 13:33:36,2023-11-09 19:23:24,46,1,4,OP10
PROD01595,PR002,BT0149,P004,2023-11-23 11:09:12,2023-11-23 15:01:24,30,1,4,OP06
PROD01596,PR002,BT0010,P004,2023-11-04 00:18:19,2023-11-04 08:16:31,63,1,2,OP03
PROD01597,PR003,BT0100,P004,2023-11-19 09:00:45,2023-11-19 11:41:33,32,2,7,OP11
PROD01598,PR005,BT0132,P005,2023-11-12 13:09:50,2023-11-12 20:53:02,51,1,3,OP02
PROD01599,PR002,BT0155,P001,2023-11-23 21:06:15,2023-11-24 04:53:39,41,0,2,OP06
PROD01600,PR006,BT0133,P004,2023-11-02 08:11:41,2023-11-02 11:02:41,22,1,7,OP08
PROD01601,PR003,BT0177,P002,2023-11-17 13:22:41,2023-11-17 18:09:29,38,1,4,OP10
PROD01602,PR002,BT0149,P002,2023-11-04 13:44:17,2023-11-04 18:08:17,23,0,4,OP07
PROD01603,PR004,BT0101,P003,2023-11-21 09:03:54,2023-11-21 13:51:18,28,1,4,OP09
PROD01604,PR004,BT0079,P005,2023-11-11 04:24:56,2023-11-11 11:33:20,71,0,1,OP03
PROD01605,PR001,BT0041,P004,2023-11-21 10:40:38,2023-11-21 13:28:38,16,0,5,OP02
PROD01606,PR005,BT0050,P004,2023-11-11 15:07:47,2023-11-11 23:01:11,31,0,3,OP10
PROD01607,PR006,BT0028,P003,2023-11-05 18:00:30,2023-11-05 20:04:42,16,0,2,OP06
PROD01608,PR005,BT0157,P002,2023-11-01 15:03:55,2023-11-01 20:59:07,15,0,4,OP03
PROD01609,PR002,BT0110,P005,2023-11-28 22:07:59,2023-11-29 00:36:47,33,2,7,OP04
PROD01610,PR002,BT0020,P005,2023-11-19 21:41:13,2023-11-20 01:00:25,44,3,7,OP03
PROD01611,PR003,BT0095,P001,2023-11-24 23:24:26,2023-11-25 06:19:02,55,1,2,OP06
PROD01612,PR003,BT0158,P002,2023-11-16 22:44:30,2023-11-17 04:06:42,42,2,7,OP07
PROD01613,PR002,BT0012,P001,2023-11-12 01:28:05,2023-11-12 05:05:53,19,0,2,OP07
PROD01614,PR005,BT0091,P003,2023-11-03 18:15:25,2023-11-03 21:10:37,11,0,7,OP11
PROD01615,PR001,BT0033,P005,2023-11-17 05:14:02,2023-11-17 07:54:14,26,1,7,OP07
PROD01616,PR006,BT0080,P001,2023-11-04 14:32:32,2023-11-04 17:18:44,14,0,6,OP12
PROD01617,PR005,BT0033,P001,2023-11-01 02:54:17,2023-11-01 09:05:05,16,0,1,OP11
PROD01618,PR007,BT0137,P004,2023-11-09 18:11:15,2023-11-09 22:11:51,24,0,2,OP08
PROD01619,PR001,BT0052,P004,2023-11-06 19:57:41,2023-11-06 22:47:29,16,0,2,OP09
PROD01620,PR001,BT0128,P001,2023-11-12 06:03:53,2023-11-12 10:31:29,17,0,5,OP12
PROD01621,PR005,BT0034,P004,2023-11-28 13:09:58,2023-11-28 17:18:22,16,1,8,OP02
PROD01622,PR004,BT0056,P004,2023-11-16 15:19:36,2023-11-16 22:19:00,41,0,1,OP03
PROD01623,PR005,BT0114,P004,2023-11-20 08:33:44,2023-11-20 11:29:32,11,0,6,OP07
PROD01624,PR007,BT9919,P003,2023-11-19 17:24:25,2023-11-20 01:19:37,47,1,3,OP11
PROD01625,PR004,BT0172,P005,2023-11-16 23:28:28,2023-11-17 03:05:40,36,2,7,OP08
PROD01626,PR003,BT0139,P002,2023-11-19 08:01:17,2023-11-19 11:24:05,27,0,1,OP12
PROD01627,PR005,BT0118,P005,2023-11-02 12:30:33,2023-11-02 17:08:57,30,0,3,OP08
PROD01628,PR002,BT0094,P001,2023-11-23 01:09:59,2023-11-23 08:51:23,41,0,2,OP10
PROD01629,PR001,BT0175,P002,2023-11-03 05:33:10,2023-11-03 10:21:46,19,0,2,OP11
PROD01630,PR003,BT9846,P002,2023-11-28 23:07:12,2023-11-29 04:52:48,46,1,3,OP02
PROD01631,PR004,BT0076,P004,2023-11-12 05:46:28,2023-11-12 09:28:28,22,0,4,OP11
PROD01632,PR004,BT0005,P002,2023-11-06 10:26:27,2023-11-06 17:52:15,29,2,7,OP06
PROD01633,PR005,BT0071,P005,2023-11-26 07:37:25,2023-11-26 09:38:01,13,0,2,OP11
PROD01634,PR005,BT0078,P001,2023-11-16 19:58:11,2023-11-17 01:48:35,15,0,6,OP08
PROD01635,PR007,BT0120,P004,2023-11-26 14:49:52,2023-11-26 22:46:52,47,0,2,OP06
PROD01636,PR004,BT0027,P005,2023-11-26 06:49:40,2023-11-26 14:40:40,78,1,2,OP06
PROD01637,PR005,BT9005,P002,2023-11-15 10:24:34,2023-11-15 18:01:10,20,0,2,OP07
PROD01638,PR006,BT0094,P001,2023-11-26 10:25:06,2023-11-26 14:48:30,23,0,3,OP03
PROD01639,PR005,BT0134,P005,2023-11-24 22:39:07,2023-11-25 05:58:55,48,2,6,OP12
PROD01640,PR005,BT0129,P001,2023-11-15 04:25:30,2023-11-15 11:14:06,18,0,4,OP02
PROD01641,PR003,BT0046,P001,2023-11-13 23:07:59,2023-11-14 03:13:23,32,0,2,OP03
PROD01642,PR003,BT0048,P001,2023-11-05 10:48:49,2023-11-05 16:06:49,42,2,5,OP03
PROD01643,PR003,BT0116,P002,2023-11-16 16:42:33,2023-11-16 20:34:09,30,2,7,OP01
PROD01644,PR002,BT0124,P004,2023-11-05 21:49:49,2023-11-06 03:03:37,41,0,2,OP07
PROD01645,PR006,BT0034,P005,2023-11-11 11:31:02,2023-11-11 15:32:14,53,3,7,OP08
PROD01646,PR002,BT0176,P001,2023-11-01 18:00:10,2023-11-01 21:32:34,18,0,1,OP01
PROD01647,PR007,BT0001,P004,2023-11-13 12:58:32,2023-11-13 18:38:44,34,2,6,OP09
PROD01648,PR004,BT0034,P003,2023-11-19 10:08:27,2023-11-19 17:15:39,42,1,3,OP09
PROD01649,PR001,BT0096,P002,2023-11-27 17:47:03,2023-11-27 19:51:15,8,0,2,OP07
PROD01650,PR003,BT9046,P004,2023-11-23 09:20:03,2023-11-23 12:30:51,38,0,1,OP08
PROD01651,PR003,BT0023,P004,2023-11-01 07:55:26,2023-11-01 10:53:38,35,1,3,OP03
PROD01652,PR004,BT0084,P003,2023-11-08 20:57:17,2023-11-09 04:33:53,45,0,1,OP02
PROD01653,PR001,BT0114,P005,2023-11-28 16:39:26,2023-11-28 21:40:02,50,1,3,OP03
PROD01654,PR004,BT0017,P001,2023-11-10 14:39:18,2023-11-10 20:02:06,21,1,6,OP09
PROD01655,PR003,BT0166,P002,2023-11-24 02:31:37,2023-11-24 06:35:49,32,1,6,OP01
PROD01656,PR003,BT0167,P003,2023-11-27 14:22:10,2023-11-27 19:15:34,58,4,8,OP03
PROD01657,PR004,BT0085,P001,2023-11-10 11:21:30,2023-11-10 19:02:54,30,2,7,OP12
PROD01658,PR005,BT0147,P004,2023-11-03 20:18:47,2023-11-03 22:41:35,9,0,8,OP11
PROD01659,PR007,BT0170,P005,2023-11-16 02:15:26,2023-11-16 07:38:14,53,2,5,OP01
PROD01660,PR001,BT0013,P001,2023-11-05 02:58:57,2023-11-05 09:15:45,25,1,7,OP04
PROD01661,PR002,BT0125,P002,2023-11-27 09:36:39,2023-11-27 14:39:39,26,1,6,OP06
PROD01662,PR007,BT0008,P003,2023-11-03 17:09:21,2023-11-04 00:42:21,45,2,5,OP06
PROD01663,PR003,BT0071,P004,2023-11-25 17:05:15,2023-11-25 20:28:03,40,1,3,OP04
PROD01664,PR002,BT0112,P002,2023-11-27 03:53:31,2023-11-27 08:02:31,22,0,2,OP02
PROD01665,PR005,BT0101,P001,2023-11-23 23:38:13,2023-11-24 03:47:13,11,0,2,OP09
PROD01666,PR007,BT0071,P002,2023-12-25 20:44:37,2023-12-26 03:30:13,27,1,4,OP09
PROD01667,PR005,BT0110,P004,2023-12-22 19:46:27,2023-12-23 00:30:51,18,0,1,OP04
PROD01668,PR007,BT0012,P003,2023-12-19 18:08:41,2023-12-19 21:14:05,18,0,5,OP05
PROD01669,PR001,BT0113,P003,2023-12-20 06:21:30,2023-12-20 08:34:06,13,0,7,OP03
PROD01670,PR006,BT0118,P004,2023-12-06 19:01:19,2023-12-07 02:08:31,56,3,7,OP11
PROD01671,PR006,BT0078,P004,2023-12-19 10:09:29,2023-12-19 17:07:41,55,4,8,OP02
PROD01672,PR003,BT0147,P004,2023-12-12 10:31:06,2023-12-12 17:57:30,89,6,7,OP10
PROD01673,PR007,BT0029,P005,2023-12-20 14:53:42,2023-12-20 16:56:42,20,0,4,OP02
PROD01674,PR003,BT0127,P001,2023-12-19 07:26:01,2023-12-19 09:41:37,18,0,1,OP05
PROD01675,PR002,BT0013,P003,2023-12-10 04:56:46,2023-12-10 11:29:46,52,3,7,OP01
PROD01676,PR001,BT0052,P002,2023-12-24 22:13:22,2023-12-25 02:31:22,17,0,4,OP05
PROD01677,PR004,BT0165,P001,2023-12-18 07:20:43,2023-12-18 09:54:19,10,0,2,OP10
PROD01678,PR001,BT0117,P004,2023-12-15 10:59:53,2023-12-15 14:41:17,22,0,4,OP01
PROD01679,PR007,BT9156,P003,2023-12-08 13:46:57,2023-12-08 19:43:57,35,2,7,OP10
PROD01680,PR004,BT9270,P002,2023-12-23 11:31:39,2023-12-23 14:20:15,11,0,3,OP06
PROD01681,PR002,BT0075,P003,2023-12-19 22:36:14,2023-12-20 03:55:26,42,0,2,OP04
PROD01682,PR007,BT0077,P003,2023-12-17 17:14:07,2023-12-17 20:24:55,19,0,3,OP11
PROD01683,PR001,BT0118,P002,2023-12-28 08:48:43,2023-12-28 11:38:31,11,0,4,OP08
PROD01684,PR003,BT0069,P002,2023-12-16 19:12:07,2023-12-16 23:31:55,34,0,2,OP02
PROD01685,PR003,BT9549,P005,2023-12-04 14:03:55,2023-12-04 21:10:31,142,5,4,OP06
